PropertyID,Location,PropertyType,Bedrooms,Bathrooms,SquareFootage,Price,RentalPrice,YearBuilt,DistanceToCBD
250,Melbourne,Apartment,5.0,3.0,827.5356064002758,414459.6884885663,2097.9479623711063,2019.0,10.500359279444648
251,Melbourne,Apartment,5.0,1.0,1071.1754174826929,455820.7431726561,2461.7890627900774,1983.0,12.795488639381647
252,Melbourne,House,3.0,2.0,,735876.3526298787,1500.9604475330063,2001.0,3.9266524023570035
253,Melbourne,Townhouse,4.0,2.0,989.8346512482782,527931.8345872272,3030.560297861626,,11.905476978408117
254,Singapore,Townhouse,1.0,1.0,1241.264832509469,130580.65858063338,1181.6696819160943,1988.0,11.557535701499537
255,Singapore,Apartment,4.0,1.0,785.0005323137739,500417.4687554704,2378.912056713839,1989.0,5.407419786264463
256,Sydney,Apartment,5.0,3.0,1432.58798378648,728445.3942714441,1178.2893756578123,,12.713250281982468
257,Brisbane,Apartment,3.0,1.0,1320.9161067573682,212061.80320362473,1317.9175598094146,2010.0,8.832769254888289
258,Sydney,Townhouse,4.0,2.0,717.9946275339693,520190.9080544037,1947.082788497117,2001.0,4.924259551076668
259,Melbourne,Townhouse,1.0,2.0,1150.9109404480057,426071.9185362966,1909.3106282527772,,8.859059642503562
260,Singapore,House,2.0,3.0,,229967.56688992458,1918.3847932817432,1972.0,3.924956620321721
261,Sydney,House,3.0,2.0,1196.93105167859,405584.863437011,,2000.0,4.351420909164116
262,Sydney,Townhouse,2.0,1.0,1400.4492310335145,294444.7340356759,2592.4656892188777,2020.0,10.595961042550181
263,Sydney,Townhouse,5.0,2.0,717.505338726444,474213.7640948543,2681.071557863186,2011.0,14.912598501494301
264,Sydney,House,4.0,1.0,1490.5720591129827,744905.8399313224,1340.184651878578,2004.0,2.210070580018031
265,Melbourne,Townhouse,5.0,1.0,1244.8057057389772,452588.7275099074,1058.24890978226,1996.0,29.507216219995943
266,Melbourne,Apartment,2.0,1.0,1163.3157215036679,719213.4088706726,1879.75019319792,2012.0,5.07250725763232
267,Singapore,Townhouse,3.0,3.0,769.7539772803216,545648.3514470172,1926.3663765218253,1995.0,7.348873326727803
268,Singapore,Townhouse,3.0,3.0,895.70382403704,400889.92064571043,2283.453902900495,1983.0,8.852760482904676
269,Brisbane,House,2.0,2.0,1059.0362355906354,252533.30934332928,1426.2945386487966,2020.0,9.709825077119271
270,Brisbane,House,3.0,3.0,557.5551494581073,97537.91104718274,,1976.0,18.446625551987896
271,Brisbane,House,3.0,3.0,750.3806507285144,588354.7702783127,3057.4452763372765,2003.0,12.697613322407292
272,Melbourne,Apartment,5.0,3.0,,559384.0236944412,2170.3687676313693,1989.0,16.356808629022833
273,Brisbane,Townhouse,2.0,3.0,197.54063535019398,683995.9904252283,2436.9956097513436,1988.0,14.630898655038068
274,Singapore,House,4.0,1.0,1486.5453157035538,374549.6862475454,800.3328785483227,2021.0,19.312711686277428
275,Melbourne,Apartment,2.0,3.0,949.378063967745,680214.4180190038,2639.6092341454773,2017.0,10.186497105195288
276,Brisbane,House,5.0,3.0,706.3566239016309,467641.6604505495,1294.5054051397615,1995.0,6.20194326126901
277,Singapore,Apartment,1.0,1.0,740.2020271485605,910488.9443572377,1283.587105319063,1979.0,5.798849461394181
278,Singapore,House,1.0,3.0,772.126721225281,591453.0691442053,2080.2298575547416,2004.0,19.08809764312714
279,Singapore,Apartment,3.0,1.0,,467677.6572467698,1712.3587186088378,2004.0,12.459314599197768
280,Melbourne,House,2.0,3.0,884.9915635380345,497135.50623148796,5194.013992579825,1981.0,11.01566084615436
281,Singapore,Apartment,1.0,1.0,1102.7505529205073,630217.879098293,3431.5252878036813,1999.0,0.0
282,Melbourne,House,4.0,1.0,1104.1257586128577,207780.5317863304,1040.4972085105687,1974.0,6.300040028182192
283,Sydney,Townhouse,5.0,1.0,878.1161270647327,350223.37579970155,214.45712235989197,2021.0,10.285382557566535
284,Sydney,House,1.0,2.0,818.8834854824,,2419.6150701706088,1999.0,8.026496708505581
285,Singapore,Townhouse,5.0,1.0,787.1669446334429,542938.3979079855,1973.9650816246071,1972.0,11.307518152806464
286,Brisbane,Townhouse,1.0,1.0,732.4108356953301,657835.147373169,3050.424556216298,2015.0,8.221499445134098
287,Singapore,House,2.0,2.0,483.21453842869226,769373.5359687741,833.0398475102127,1970.0,14.031737239230939
288,Melbourne,Apartment,1.0,,793.7400836906969,4239.5175957295805,2039.9752778080401,2003.0,14.582569646055335
289,Singapore,Townhouse,4.0,2.0,1077.6872358697076,302962.35683614324,1846.2376812001514,2018.0,15.28269793395627
290,Sydney,House,1.0,3.0,1348.0188312795708,,2221.5903428927563,2017.0,11.664793999139535
291,Singapore,Apartment,4.0,1.0,991.7675459851599,589476.2832374732,1517.6147889187648,1985.0,11.914171450280751
292,Singapore,House,5.0,3.0,1252.6704422566122,,2176.657307179702,1984.0,5.970857215824637
293,Singapore,Apartment,5.0,3.0,1108.719839484201,489574.12232834153,3173.2348233116877,,16.334298388657828
294,Brisbane,Townhouse,4.0,1.0,1625.8731614565663,749359.8394188771,3133.62969181792,1994.0,14.418421016763414
295,Melbourne,House,1.0,3.0,1204.118063904161,481402.8119168674,1601.128613621595,1979.0,20.55490338131908
296,Brisbane,Townhouse,,3.0,1085.791147381136,377540.1062137735,1615.8725498746137,2005.0,
297,Singapore,Apartment,4.0,2.0,967.4043467980988,501928.1149374062,2015.3715911323256,2002.0,11.92746338154882
298,Sydney,Townhouse,2.0,1.0,,544759.4887515054,947.4404047747548,2023.0,
299,Brisbane,House,4.0,2.0,1166.9469410138458,571445.4255866114,629.4992203018469,2001.0,7.807290174483433
300,Singapore,Apartment,1.0,3.0,926.170258933039,267829.92620667117,1051.156670806155,1987.0,9.22759409173974
301,Singapore,Apartment,5.0,1.0,1415.2063891890712,117217.74059777937,1974.802983789021,2023.0,12.320407475273468
302,Melbourne,Apartment,3.0,1.0,574.4972681306659,524629.7146871099,1915.248742169501,2003.0,19.13450542772338
303,Singapore,Townhouse,5.0,3.0,1329.8659456536377,532176.0542857233,1409.2163636717182,1977.0,9.98575503217902
304,Brisbane,Townhouse,3.0,2.0,1536.9667282637608,155965.71500814095,1900.1130650819816,1989.0,9.618880982151536
305,Brisbane,Apartment,4.0,1.0,844.2133090825452,,2378.6161265791748,2016.0,14.318786995827935
306,Singapore,House,1.0,3.0,905.3515972613834,943241.4631037613,2084.5584631040647,1997.0,15.627356287807807
307,Brisbane,Apartment,4.0,1.0,670.3192429113531,410898.8231056785,1394.3923856959289,1985.0,13.7765652904649
308,Melbourne,Townhouse,4.0,1.0,1542.364987651508,293375.00430213165,453.5764006501468,2017.0,25.571236695285286
309,Sydney,House,1.0,3.0,976.9812927996961,384009.42345364304,2633.5384289457315,1979.0,10.469687884098741
310,Singapore,House,1.0,3.0,1223.7526091546135,,3550.4603678615285,1993.0,9.927941035272932
311,Brisbane,House,3.0,1.0,1539.1213787938339,674558.6219086339,,,0.0
312,Singapore,House,1.0,1.0,927.1181594048779,464346.47718107176,3546.1181372949495,1984.0,16.72348147208822
313,Brisbane,Apartment,5.0,3.0,858.721299426877,289159.68224881706,1865.9734455967398,1993.0,14.480456085187736
314,Melbourne,Apartment,4.0,1.0,1260.5507452866948,451119.2964486513,2493.6519172249164,,12.08406714255828
315,Melbourne,House,4.0,3.0,942.6926643525807,719011.445529028,1873.2101763091837,,8.819436260838675
316,Singapore,Apartment,1.0,1.0,575.4964703761585,449835.26112763566,1549.6805660522775,1984.0,12.727581526187514
317,Brisbane,Apartment,5.0,3.0,1108.7417035141304,35053.70511303827,1965.8780327158559,1976.0,14.329052065821475
318,Melbourne,House,1.0,3.0,886.4270361491109,696462.2465389501,1685.6516455886742,1974.0,12.430756000178363
319,Singapore,Apartment,1.0,,811.5175085597648,986129.335943271,547.6262309008107,2006.0,16.725653743858516
320,Melbourne,Townhouse,4.0,3.0,855.5661408352755,743615.0436653991,1869.4773531564988,2013.0,
321,Brisbane,Townhouse,4.0,2.0,1279.1248903509102,584070.3361811744,2907.0122405662382,2006.0,3.5496072794920632
322,Melbourne,Townhouse,3.0,2.0,1121.3599123201764,0.0,,1992.0,3.993019736225553
323,Singapore,House,5.0,1.0,792.3887795860102,447546.9019511628,2692.6488724572264,1980.0,7.424340540364666
324,Singapore,Townhouse,1.0,3.0,860.5721474777648,272013.90105642204,2675.569463192812,1998.0,11.013459937355483
325,Melbourne,Townhouse,1.0,2.0,,366973.55399383034,2379.9490030862025,1978.0,15.213908863855899
326,Brisbane,Townhouse,1.0,1.0,1431.160905316523,554377.1831854671,2012.6384496591113,1985.0,5.2975382176008114
327,Sydney,Townhouse,5.0,3.0,1314.4634660628892,763234.0895128484,3283.800722432663,2012.0,10.853682200032154
328,Singapore,Apartment,1.0,3.0,762.7380365621199,624148.4699525855,1957.753065497496,1984.0,3.27893199499651
329,Sydney,Apartment,1.0,1.0,1229.5176270043469,880312.7226465645,579.6365254848761,2021.0,11.112753558759177
330,Brisbane,Townhouse,1.0,1.0,1012.8485703183509,484621.12022361986,2517.1483093966312,1973.0,8.33485569835304
331,Melbourne,Apartment,2.0,3.0,1038.943441287818,471775.0563228329,1313.004500460677,1998.0,10.548956526772319
332,Brisbane,Townhouse,5.0,2.0,580.320710186634,609242.8008566815,2554.34631830902,1997.0,17.207587086053177
333,Singapore,House,4.0,2.0,1510.6856745215337,418949.4138838231,1047.4344184063318,2006.0,
334,Brisbane,House,1.0,1.0,1355.7616514851168,630494.938336374,3149.7007010781363,2015.0,10.203096272851521
335,Brisbane,Townhouse,5.0,1.0,920.9242679003269,572188.0918252362,1863.068271684306,2008.0,10.80130608991437
336,Melbourne,Townhouse,5.0,3.0,1156.6345911337244,,1357.2507627226312,2023.0,16.86313241542083
337,Melbourne,Apartment,4.0,1.0,591.1833721702983,674859.9010760277,1589.218602239049,2001.0,7.886287557164151
338,Sydney,Townhouse,1.0,,1588.2544214853413,447649.08361609187,2457.85749402595,1999.0,10.043515491770831
339,Sydney,Apartment,1.0,1.0,933.6215047596247,360360.5034101246,2083.0557859235,1979.0,0.3583506175817397
340,Sydney,Townhouse,3.0,1.0,770.6052688102026,412979.02797872486,1722.7953337339616,1977.0,6.665849470148515
341,Melbourne,Apartment,4.0,,1006.7378208278911,476403.8654670436,2148.49482849421,2007.0,12.724268875886478
342,Melbourne,Townhouse,3.0,3.0,854.0758219633163,512662.5722013362,2041.702116270792,2022.0,13.86109974062688
343,Sydney,Apartment,2.0,2.0,798.5974165201894,410720.49218146503,2450.9665753856907,1999.0,12.708875371177268
344,Singapore,Apartment,5.0,1.0,406.84272438568723,219209.88211429404,0.0,1975.0,1.5417787411820105
345,Singapore,Townhouse,5.0,2.0,634.3821652380616,214346.94163518265,1243.648033103031,1982.0,12.787965730303034
346,Brisbane,House,3.0,1.0,1015.0957176423158,545956.241277502,2386.918813650602,2015.0,12.158668125358803
347,Brisbane,House,,,752.5068390210205,653113.0361518121,2529.802723376888,2009.0,5.110985000584208
348,Singapore,House,5.0,2.0,395.65896982939006,,2409.233866561569,1978.0,10.411849947469515
349,Brisbane,Townhouse,3.0,,761.5733082957981,,1667.4556607931981,2018.0,19.738731860054404
350,Melbourne,Townhouse,1.0,1.0,754.4057632054553,841003.2375869147,3422.409884233962,1974.0,9.923499351221121
351,Sydney,House,2.0,2.0,1044.7047722307727,804809.3888206669,924.5810592384347,1972.0,1.8344629018303216
352,Brisbane,House,4.0,2.0,754.9491540130737,745108.3163732141,2701.9532595575424,1975.0,17.860032426539583
353,Melbourne,House,2.0,1.0,958.1414319419007,1028432.7681764382,2817.0584348090592,2005.0,10.52186254819721
354,Singapore,House,1.0,3.0,924.0197935117076,858086.3508274086,724.0071598086082,1988.0,19.618866380154962
355,Singapore,House,5.0,2.0,941.8714183608375,450542.0816309128,1884.319762623082,2014.0,15.433137501308142
356,Brisbane,Apartment,5.0,3.0,1248.775345883501,317380.2711279354,1380.6250676790876,1975.0,16.00792295580585
357,Sydney,Townhouse,4.0,1.0,1504.6040692227991,653322.6925211226,1857.3609593659712,1986.0,12.361871877292941
358,Brisbane,Apartment,5.0,3.0,1416.4543654541576,496535.49018924765,1790.6867487390666,2019.0,6.518568356899664
359,Brisbane,House,5.0,2.0,932.251537689973,329426.50312846666,2903.4021715849544,1973.0,11.40784120250296
360,Sydney,Townhouse,3.0,2.0,1286.1286990444282,411851.06853393896,964.7972762611662,2003.0,6.7499569589970525
361,Singapore,House,5.0,1.0,,378079.49102925515,2872.948999746853,,7.429454728708925
362,Melbourne,Townhouse,1.0,1.0,804.6359896408377,489247.19308830897,1532.6733175588952,1971.0,12.974014910137168
363,Melbourne,Apartment,4.0,3.0,,747084.100643103,536.5514946585707,,14.837022166818556
364,Melbourne,House,5.0,3.0,1146.2935307393823,542032.6620749688,1378.7165563721173,1989.0,12.110436593441083
365,Brisbane,House,5.0,2.0,964.1203485001276,,2985.856080950294,1991.0,
366,Sydney,House,3.0,2.0,872.0677745952195,347262.83183892013,1574.5613160091436,2013.0,2.218462825759382
367,Brisbane,House,3.0,2.0,993.517270654123,466856.0806794049,2125.512149582715,2001.0,17.352314389593577
368,Singapore,Townhouse,,1.0,1086.3066617282693,771531.6486562869,2143.563910971153,2011.0,8.283433747388779
369,Brisbane,Townhouse,1.0,2.0,833.326110150486,538026.5246649153,,2023.0,6.381241724718246
370,Brisbane,Apartment,4.0,3.0,652.8081644711718,151291.56113008756,3380.6184323169296,2011.0,3.8870281074096544
371,Singapore,House,1.0,2.0,931.9940452898418,709513.1550245786,2511.650606268665,,11.863123996927937
372,Brisbane,House,2.0,3.0,875.825461684717,533179.252143895,1445.7994732426853,1991.0,15.03535474234475
373,Sydney,Apartment,5.0,2.0,680.183847901813,,2247.117142887859,1982.0,13.339222741711508
374,Brisbane,Townhouse,1.0,3.0,852.80054366466,553332.1085636036,3112.6257539679054,1980.0,10.587713877268788
375,Sydney,Townhouse,3.0,3.0,841.3654603866094,756052.2834019208,1384.8903413144194,1990.0,14.340157816589189
376,Singapore,House,5.0,3.0,928.3238575925944,496282.0921163103,2792.9905649027282,2007.0,8.888214778440842
377,Brisbane,House,2.0,2.0,1089.8078048766984,311440.2485166095,383.91289840341295,2009.0,5.107970515107375
378,Singapore,House,3.0,3.0,817.8423072917077,525720.4903148625,2214.8883450845615,,7.524677902471656
379,Singapore,Townhouse,4.0,2.0,1019.2039253634348,787210.6164145574,3576.549956138572,2017.0,
380,Sydney,House,5.0,1.0,1350.6682175745339,540400.3301452193,1227.5506118415283,1987.0,13.890676754123083
381,Brisbane,Apartment,2.0,2.0,921.3047080384392,667416.5340372587,2361.257135533144,2016.0,
382,Sydney,Apartment,1.0,3.0,1300.4743985816049,377661.4458074081,2738.316684728166,1987.0,6.175395371606203
383,Melbourne,House,3.0,3.0,1112.5621475122387,484132.1322425087,2995.9985521950425,2021.0,13.090129180905603
384,Brisbane,House,4.0,3.0,1407.4352342154548,245418.0850859475,1480.2040161509178,2011.0,11.190956219276657
385,Brisbane,House,2.0,1.0,1486.6110888309174,564838.6626183382,717.0869548590025,2014.0,4.384020728728514
386,Brisbane,Townhouse,,2.0,1331.624433292585,28982.20264098512,2214.967868877297,2009.0,15.607569024503546
387,Melbourne,House,3.0,2.0,1047.291424338519,,1391.1882506852648,1999.0,1.9904716310920678
388,Brisbane,Apartment,1.0,3.0,1214.7445438153632,323560.2902831755,1969.6552536999243,2015.0,11.662648393752997
389,Brisbane,Townhouse,2.0,1.0,1277.6009710659062,906786.5663579409,1116.1333158268515,2020.0,11.59587024606852
390,Sydney,House,,3.0,1253.7374123424756,335457.93843020673,3632.373791925311,1994.0,12.910224813019584
391,Singapore,Apartment,3.0,1.0,786.7305610311695,694048.4833247114,2235.108042058168,2002.0,11.189540199589478
392,Brisbane,Townhouse,,,993.1370400755341,594138.5849193161,3650.2178258650847,,12.71297457331445
393,Singapore,Apartment,1.0,1.0,665.1356706557945,242263.44003922763,1893.8785713518525,,12.533138473455232
394,Brisbane,Townhouse,5.0,2.0,1084.4226306316436,474950.969065177,1999.9710118922935,2021.0,6.3478704560726005
395,Brisbane,House,5.0,2.0,1256.911131079789,666009.3526436832,2753.091561343392,1994.0,16.72982259508473
396,Brisbane,Townhouse,3.0,1.0,655.6234194184822,230041.7348840522,,2001.0,8.960554342101933
397,Brisbane,Townhouse,1.0,2.0,753.4799960063403,629758.7233882615,1435.595138174709,1994.0,16.961197836158192
398,Melbourne,Townhouse,,2.0,1034.830180279441,432876.38520466443,2405.008814269073,1974.0,14.523688601514374
399,Singapore,Apartment,4.0,3.0,916.0576621834931,658784.94929447,2040.0383938583946,1994.0,7.740523728235874
400,Sydney,House,1.0,1.0,271.0292578351591,661934.6187049255,1520.4948226722847,1987.0,10.591275391942379
401,Singapore,Apartment,5.0,1.0,1109.6480536045422,733935.554811119,1659.9748673109966,2019.0,11.399151014884618
402,Melbourne,Apartment,1.0,2.0,-636.7004974467011,562046.7828132123,2334.355317925259,2004.0,12.895406876366062
403,Singapore,Townhouse,3.0,1.0,960.2924748791695,488165.9525141603,2623.3832042714002,1999.0,14.78479955062138
404,Sydney,Apartment,3.0,1.0,710.4472691500438,620007.7912555338,2044.9901965276479,2001.0,0.8321044342276518
405,Singapore,Apartment,3.0,2.0,1059.6812079375122,369136.8167565917,2767.652313010599,2022.0,12.585192760578668
406,Melbourne,Townhouse,2.0,1.0,1012.1080810946108,550831.8903336066,2105.0787466265606,1971.0,6.63460878715407
407,Melbourne,House,1.0,3.0,1405.613980611622,345677.1762780718,2688.858649856028,1990.0,18.481872944878805
408,Sydney,House,4.0,2.0,916.6963060184157,317293.6607752106,2767.6606471993014,2017.0,3.4929697067085854
409,Melbourne,Apartment,3.0,3.0,1119.2103168889453,416621.03511283395,1986.7298067438562,2010.0,10.245248114959221
410,Brisbane,House,1.0,3.0,-368.87849274681156,622781.3010258371,2430.732971798477,2001.0,8.984157710214536
411,Melbourne,Townhouse,1.0,3.0,1224.884282952987,420744.03743394243,2363.088106533428,1981.0,7.988921311901561
412,Brisbane,House,1.0,1.0,1405.8854966746428,548600.4464103725,1859.2242724677437,1991.0,18.378535007383114
413,Sydney,Apartment,5.0,,1279.8937417919328,559991.9660028075,1324.7878644073132,2018.0,9.217008726191585
414,Sydney,House,1.0,1.0,911.4461914816836,300474.714354919,1574.7424596510748,1980.0,11.562534416637856
415,Melbourne,Apartment,4.0,2.0,1326.827424214877,581021.3384733434,2049.5609733962256,1978.0,11.272286656221462
416,Brisbane,Townhouse,3.0,2.0,779.8893839042595,675780.7122389122,1676.7568631423267,1984.0,9.988735080162412
417,Brisbane,House,3.0,1.0,1265.7567072024892,,3291.4333051716935,1988.0,3.373192317234135
418,Brisbane,Apartment,2.0,3.0,1070.3835173988634,819178.3815856089,3541.7891102353346,2017.0,18.84677284198903
419,Melbourne,Apartment,1.0,1.0,913.6441254461126,742126.2382204472,2892.933787169161,1998.0,5.035516155140681
420,Melbourne,House,1.0,2.0,488.2333182119035,393074.0523310695,2515.326533313159,2012.0,7.88263832989902
421,Singapore,Townhouse,5.0,3.0,1462.8814920658178,540898.9158011493,2851.3723886273306,2021.0,13.459661442930761
422,Sydney,Apartment,2.0,3.0,866.6038517999582,492955.6888751312,2010.232160825038,2016.0,11.410881267020994
423,Melbourne,Apartment,1.0,3.0,1105.6345316094337,531446.8345925998,1833.2788098487756,1982.0,
424,Sydney,Townhouse,1.0,,552.3534390710792,431349.2327912125,,2007.0,10.251222450946228
425,Sydney,Townhouse,4.0,1.0,868.9583992246932,540066.5420412519,2054.1530204209516,1991.0,6.803206482176651
426,Singapore,Apartment,5.0,1.0,1525.3113014581727,388490.79550874437,2033.5670755705742,2013.0,8.205025743079311
427,Singapore,Townhouse,1.0,2.0,869.2108516245403,271602.76398486644,2617.2624302924387,2000.0,2.579306771282539
428,Sydney,House,5.0,1.0,1326.6117621709666,389074.97751434415,204.50215124111503,1989.0,5.510397699240569
429,Singapore,Apartment,2.0,3.0,1232.364656825266,563352.5697459606,4082.4093297417376,1973.0,14.728236562510949
430,Singapore,Apartment,2.0,1.0,984.8414933199314,670180.1068311353,1546.3362680172634,1975.0,4.358000990621315
431,Singapore,Apartment,5.0,3.0,639.1305325470793,265573.28852364677,1371.625574362432,1982.0,10.38810849227134
432,Singapore,House,2.0,1.0,859.7978880052563,454983.34400330036,1485.5241238639405,2003.0,11.179740355618744
433,Sydney,Townhouse,2.0,1.0,903.7604230741529,565322.1640064932,328.4988248553827,2020.0,12.124416869735311
434,Singapore,House,3.0,3.0,558.0005746987164,686708.1525211915,2060.2251426308458,2009.0,8.712747327634279
435,Sydney,Townhouse,4.0,3.0,828.0050583440617,361080.1777773281,2244.3677535999477,1974.0,6.494671779058065
436,Singapore,Townhouse,3.0,3.0,1022.7072232075425,359571.4111149654,1859.285171273289,2021.0,11.546192593160963
437,Brisbane,Townhouse,,2.0,860.4811566791407,730821.2536581506,2307.0349417205384,2017.0,10.168779440825324
438,Brisbane,Townhouse,4.0,3.0,857.9582717721631,492253.15251271205,3554.799188098743,2014.0,14.759710276121746
439,Singapore,Apartment,4.0,3.0,869.6168841737027,,2416.1869919956994,1986.0,8.994405183935395
440,Brisbane,Townhouse,4.0,1.0,998.6335286794223,309857.55365683377,3029.0465424150634,1993.0,3.6186032546047175
441,Sydney,House,5.0,3.0,1037.051690497318,310759.64155500924,2277.4284359058133,2007.0,17.65397802619442
442,Singapore,Apartment,1.0,1.0,976.0096549479408,311979.7992888065,1626.0241054571234,1972.0,10.029667625375353
443,Melbourne,Apartment,4.0,2.0,729.7893091802647,453959.477195204,1572.0136430426953,,1.181524066379831
444,Sydney,House,5.0,3.0,1013.677806354562,705938.0177750156,2431.8102311478306,1976.0,15.684503901241344
445,Singapore,Apartment,3.0,1.0,620.3608641591262,271426.5084690943,2158.028318613919,1995.0,4.300859357585996
446,Brisbane,Townhouse,5.0,1.0,420.7396099559999,452575.85416156467,1625.0448473062202,1996.0,17.55631731197075
447,Melbourne,Apartment,1.0,2.0,712.5125756773422,383702.90436884726,2145.610312312897,1978.0,14.184427591845283
448,Sydney,Apartment,5.0,3.0,1014.0828834150574,457313.3023131561,2136.214724367173,2023.0,12.253099626368419
449,Melbourne,Townhouse,3.0,3.0,465.23724298572165,788645.27441805,2296.523648590598,2008.0,14.121321999288105
450,Melbourne,Townhouse,2.0,1.0,441.93395878321,638866.9489384949,2837.0406495584675,2002.0,5.5499868940785975
451,Melbourne,Townhouse,3.0,3.0,1237.6214289037089,354058.5987602394,1901.5718865626714,1986.0,8.977500559793937
452,Singapore,Apartment,1.0,1.0,1187.2149759568376,605856.5380444034,2846.346456574039,1990.0,13.652327347027489
453,Brisbane,Townhouse,2.0,1.0,769.7197493540227,835411.5743755496,1610.6764491178292,1997.0,11.150043368536988
454,Brisbane,House,3.0,2.0,1132.4982606683811,756432.682691506,2385.1472752905047,1995.0,11.989925608779444
455,Brisbane,Townhouse,5.0,3.0,221.42441088606327,643201.7483340015,1087.7992492655237,1983.0,11.283658732644081
456,Brisbane,Apartment,2.0,,475.2026232295243,399353.1767336404,2481.5708605408927,1981.0,4.913059671383464
457,Brisbane,Apartment,3.0,2.0,682.9136686260161,161454.84737844532,3248.004193068065,2022.0,1.4985815680066528
458,Singapore,House,1.0,1.0,747.491640346686,497724.1461914292,1893.82433304095,2007.0,14.486126983869275
459,Sydney,Townhouse,5.0,1.0,895.83315025506,591413.6991991535,972.8928157829042,,10.772575017231931
460,Singapore,Apartment,3.0,1.0,744.6305344043711,147440.55202612386,,1973.0,6.874979294569669
461,Singapore,Apartment,4.0,2.0,1390.0137382916992,359262.89721888304,2883.8390077395884,1993.0,15.636334721114967
462,Singapore,Townhouse,2.0,3.0,744.9790721678744,245455.3032704294,701.1844569617223,2007.0,16.714395598644366
463,Brisbane,House,5.0,2.0,1173.95628317097,671090.6952745077,3809.0311749167736,1971.0,11.395132835704823
464,Brisbane,House,4.0,2.0,1250.9266929381233,421668.05148852075,,1973.0,2.845842810422985
465,Brisbane,Apartment,2.0,3.0,1277.023419067126,663440.4921019049,2096.5029262738935,2022.0,5.1295397330667765
466,Brisbane,House,4.0,1.0,1304.8498661948581,279139.4789348464,599.871805231532,1970.0,7.884562998765981
467,Melbourne,House,2.0,,1181.960556274934,0.0,1160.366266023627,2014.0,13.048780737731573
468,Brisbane,House,1.0,3.0,,641566.3071452524,2041.8609894190404,2014.0,16.197831959797092
469,Singapore,House,4.0,1.0,1832.9383554743579,210853.46125641352,2764.594819043168,,12.911150490370956
470,Singapore,Townhouse,3.0,2.0,1020.5640568686688,609192.0511974606,1358.8519965631826,1997.0,7.427171364739508
471,Singapore,Apartment,2.0,3.0,889.8245067301276,411984.43170632434,1983.076475892321,2009.0,11.880340433272947
472,Melbourne,Apartment,2.0,1.0,703.7127797450895,890185.2085795221,1562.21991616986,2004.0,13.610378431228714
473,Singapore,Apartment,3.0,3.0,1228.9741325997009,690521.9210822857,1816.5752570415536,1999.0,13.190750276209647
474,Sydney,House,5.0,3.0,1273.0175501623862,513736.29501749884,2089.1477518898755,1999.0,14.147325812385048
475,Singapore,Apartment,5.0,3.0,1376.539995925103,674392.8058109563,1399.9049982729418,1977.0,7.409418868525729
476,Melbourne,Apartment,2.0,1.0,1384.991319206494,459064.0502884223,2436.482857729283,,12.359240914773423
477,Singapore,Townhouse,5.0,3.0,1339.8566675656004,562582.3247726036,2515.1989618276066,2007.0,10.630956737270626
478,Singapore,Apartment,5.0,2.0,,733334.6612054275,1034.5470594877647,2020.0,8.830106037540524
479,Sydney,Apartment,1.0,1.0,325.38204201520034,586011.6175992936,1507.487848770622,2001.0,14.499188042178398
480,Melbourne,House,1.0,2.0,1089.8064131101487,142706.55799813606,3456.2319466141525,1991.0,3.059527392830117
481,Sydney,Apartment,4.0,2.0,798.7460915592536,458432.21740968036,921.9851686751396,1984.0,5.336223130101404
482,Singapore,Apartment,3.0,,852.0989686429964,615113.9785358928,2151.953092632087,2016.0,0.0
483,Singapore,Townhouse,3.0,3.0,1104.2797631027622,327444.63160447654,1950.4043424132296,1990.0,4.496049426474624
484,Melbourne,House,4.0,1.0,,522690.43845495005,1059.152177111331,1988.0,12.35247450578701
485,Melbourne,Apartment,5.0,2.0,1234.9547664804413,657687.6064520193,771.1550824988033,1979.0,13.372727330386395
486,Singapore,Apartment,3.0,1.0,1436.6594853908202,802450.1823958629,2253.066457048605,2004.0,15.396312039169842
487,Sydney,Townhouse,5.0,1.0,854.5120043755433,253272.53646010574,2592.1992918215606,2004.0,13.691816668324662
488,Brisbane,Apartment,2.0,3.0,782.9897356545239,634049.0181411483,1856.2039806820492,2001.0,5.2969675311833795
489,Brisbane,House,4.0,1.0,-454.3220172168883,637716.6497305952,1183.0170048683754,1984.0,4.1412417060555615
490,Sydney,Townhouse,2.0,3.0,715.6149387971881,467660.2038105436,659.9868163398207,2007.0,1.1596408003530867
491,Brisbane,Townhouse,1.0,3.0,1299.5705244992055,,1859.216438252855,1979.0,6.74729052872972
492,Singapore,Apartment,5.0,3.0,1156.7926876369984,326559.0114395656,74.72408556032875,1975.0,12.987907650699773
493,Singapore,Apartment,5.0,2.0,512.2680827364344,632766.9392611249,,1978.0,
494,Brisbane,Apartment,4.0,3.0,588.0595411157016,867291.4278195067,2267.5197151656653,1994.0,9.36664004170596
495,Singapore,Townhouse,1.0,1.0,1262.9597509619525,619734.4318482425,830.6517034743829,2009.0,10.67671100520299
496,Sydney,Townhouse,4.0,2.0,1055.065105062395,626646.9920967793,2402.673934954234,2007.0,12.137353206380858
497,Singapore,Townhouse,3.0,1.0,1004.5185983761043,425202.37621652894,1979.5074274909573,,9.929373631901685
498,Singapore,House,2.0,1.0,-389.45465178448177,,2492.900180926908,2022.0,13.87381745422
